"account_id","gender","genre1","genre2","type","games","age","hours"
247284245,"male","role-playing","simulation","computer",13,24,8.82679694314443
247562004,"female","action","role-playing","computer",9,49,8.9497010806849
247791064,"male","sports","adventure","mobile",12,26,7.30013570602463
247830037,"male","action","action","computer",14,25,15.6831190557162
248094124,"male","adventure","role-playing","computer",6,36,7.85417222192647
249153052,"male","sports","action","computer",10,23,7.00410472754684
249821514,"female","sports","role-playing","computer",12,28,18.8590988636302
250056544,"male","simulation","sports","mobile",14,28,7.88378127408067
250153577,"male","adventure","adventure","computer",8,23,10.9582166127376
250913417,"male","adventure","adventure","tablet",17,24,13.6910669949689
252693469,"female","role-playing","sports","computer",9,27,7.63896662116255
253389875,"male","action","adventure","computer",13,30,11.7706601729617
253586281,"female","sports","action","mobile",8,27,7.514032974309
253925151,"male","adventure","action","mobile",5,21,13.6419939157714
254247031,"female","adventure","action","computer",5,21,5.79291485044402
254462744,"male","role-playing","adventure","mobile",10,22,7.62081956606764
254464297,"male","action","simulation","computer",17,23,7.95849232608525
254778532,"male","adventure","sports","computer",4,26,12.2646994460358
254836485,"female","action","role-playing","computer",8,31,8.0382832465747
255842811,"male","simulation","sports","computer",7,24,1.4662847337032
256375125,"female","strategy","strategy","mobile",6,22,4.8437796745368
256645995,"male","role-playing","sports","computer",9,30,7.15202098305499
256903807,"male","action","simulation","mobile",8,22,8.8177475045881
257244906,"male","role-playing","simulation","computer",3,27,12.1576614899154
257757117,"male","strategy","adventure","computer",4,23,13.6210540427372
258264867,"male","strategy","adventure","computer",18,24,14.7395685003572
259645974,"female","adventure","action","computer",5,23,8.74661282572933
260758849,"female","adventure","simulation","computer",6,25,6.86751591142711
261053226,"female","sports","strategy","computer",4,24,7.77690253608495
262242806,"male","role-playing","strategy","computer",8,26,8.09843658527259
265107027,"male","adventure","adventure","mobile",11,25,8.33714369648627
265321843,"male","adventure","adventure","mobile",5,24,16.990797505138
265844664,"male","role-playing","strategy","mobile",7,29,12.3620937554163
266262248,"male","action","action","computer",3,25,2.39941400467415
267249611,"female","action","role-playing","computer",6,21,7.8937853310256
267555645,"male","action","strategy","mobile",17,28,7.83158675087126
267845279,"male","action","adventure","computer",9,26,14.1286077021006
268474768,"male","role-playing","action","mobile",13,31,9.43754355654523
269148907,"male","action","adventure","tablet",7,23,4.87905857269595
270313265,"female","adventure","adventure","computer",11,34,5.85278515714251
270866136,"female","action","adventure","computer",19,24,8.91296256470924
271887363,"male","adventure","adventure","computer",7,20,6.47544612110055
272642437,"female","sports","simulation","computer",6,26,7.46442499749885
273467536,"female","role-playing","adventure","computer",13,27,5.53325450939153
273494241,"male","sports","action","computer",5,31,7.76958123838366
273832913,"male","simulation","adventure","computer",7,19,7.35739232514431
274461204,"male","action","adventure","computer",8,38,8.54182215898828
274515935,"female","role-playing","simulation","computer",10,22,11.4737142677077
275282795,"male","simulation","adventure","mobile",10,25,12.6617009456298
275752484,"male","adventure","adventure","mobile",16,29,8.91525052028121
276752049,"male","action","action","computer",13,28,5.41719304004588
276955394,"male","sports","strategy","mobile",12,21,6.9205298951804
277209402,"male","role-playing","sports","mobile",13,18,13.3856835681972
278640966,"male","adventure","adventure","computer",5,28,13.8187646248611
279620078,"male","action","action","computer",7,34,7.66656104305361
280057307,"male","adventure","adventure","computer",10,17,13.0011088870024
280103018,"male","role-playing","strategy","computer",13,21,8.54363780631546
282896911,"male","role-playing","action","computer",13,25,5.39398714126157
283215908,"male","sports","sports","mobile",14,24,11.4764612468813
283509658,"male","role-playing","role-playing","mobile",5,38,10.5427282725888
285725878,"male","simulation","role-playing","mobile",10,36,6.2673897078283
286870474,"male","action","role-playing","computer",24,23,9.74608321863161
287092617,"male","role-playing","action","computer",7,40,11.0624148067449
288200040,"male","simulation","action","mobile",19,20,21.368776169676
289017202,"female","role-playing","action","mobile",7,21,4.95850600714293
289170814,"male","sports","role-playing","computer",5,26,6.63171745172276
290171516,"male","simulation","sports","mobile",5,23,6.89638315105355
290683556,"male","strategy","role-playing","computer",8,24,12.1894919022272
290879483,"male","role-playing","adventure","computer",6,21,15.5147206135229
290996406,"female","strategy","action","computer",7,22,4.05012526972752
291265319,"male","action","action","mobile",7,19,5.37486541089069
291555314,"male","role-playing","role-playing","computer",20,29,12.0400412791747
291562393,"female","strategy","strategy","mobile",4,22,9.30336328897327
291782105,"male","role-playing","action","computer",9,20,6.10636638901372
292026202,"male","role-playing","adventure","computer",10,25,3.58172366598026
292267821,"female","action","action","computer",4,29,7.92847056808872
292321368,"female","action","action","computer",7,24,5.14431562038517
292518703,"male","role-playing","adventure","computer",1,25,12.1053217154657
292944722,"male","adventure","adventure","computer",5,26,8.40138334895323
293158846,"male","action","action","computer",1,19,10.809277011478
293248504,"male","simulation","action","computer",17,19,11.9003677615218
293298621,"male","strategy","strategy","mobile",6,27,10.8009888575425
294600180,"male","adventure","adventure","computer",0,21,0
295039119,"male","adventure","action","tablet",7,26,13.9529270407283
295451915,"male","action","strategy","mobile",8,24,6.18121764212848
295457378,"male","adventure","sports","mobile",8,22,11.2114293939585
295504926,"male","strategy","adventure","mobile",5,25,5.93338678455116
296071206,"male","adventure","action","mobile",7,29,5.92111976632691
296170022,"female","strategy","simulation","computer",7,23,14.1413094499595
296550231,"female","adventure","action","computer",12,24,13.9259616821563
296641284,"female","adventure","action","mobile",3,24,10.7676511805636
296678662,"male","role-playing","strategy","computer",11,25,14.0075113981843
297467187,"male","role-playing","sports","computer",13,25,11.1494001917332
297707743,"male","simulation","strategy","mobile",16,18,9.14689797250087
297726182,"female","action","action","computer",7,23,7.657740771572
298044162,"female","adventure","role-playing","mobile",19,39,8.73124790823807
298644910,"male","sports","role-playing","computer",14,24,9.85502882683255
298670084,"female","adventure","simulation","mobile",6,29,7.1116097809671
299012898,"female","action","simulation","mobile",4,21,5.53274084940427
299571689,"male","role-playing","adventure","mobile",8,24,5.00074002660704
300060671,"male","role-playing","adventure","computer",18,55,15.3143690060792
300180125,"male","action","action","mobile",9,24,5.68134196106743
300926741,"male","simulation","role-playing","computer",12,35,12.4515705814072
301111365,"male","action","adventure","computer",6,25,8.16402837076205
301728711,"male","strategy","action","computer",6,19,8.1935812642082
302341161,"male","sports","action","mobile",19,28,11.8265539898307
302557911,"female","adventure","action","computer",9,21,10.3208247092483
302673493,"male","adventure","strategy","computer",6,28,8.08820676832997
304612522,"male","action","strategy","computer",8,31,7.47214890026441
304800818,"female","sports","role-playing","mobile",1,31,4.87732296977245
305989853,"male","adventure","strategy","computer",6,26,15.1426999704353
307014391,"male","sports","adventure","computer",17,30,11.9937753811466
307931545,"male","role-playing","sports","tablet",11,27,12.025480620486
308058969,"male","adventure","action","computer",2,23,4.35588100585452
308072422,"male","adventure","adventure","mobile",2,32,10.9399851871974
309038912,"male","adventure","strategy","computer",1,24,6.47414688351197
309872373,"female","action","adventure","computer",7,20,3.86495191626101
309943545,"female","role-playing","simulation","computer",2,51,4.91934774156589
310042959,"female","adventure","strategy","computer",12,32,5.13082188354323
310624168,"male","role-playing","sports","mobile",3,26,4.45032683327107
311079575,"female","role-playing","adventure","mobile",10,41,4.11526416980663
311248892,"male","adventure","adventure","mobile",6,26,12.066433359768
311321701,"male","strategy","adventure","mobile",5,33,5.19490519345599
312020191,"female","adventure","sports","computer",24,27,18.540816747474
312260857,"male","action","simulation","computer",4,20,11.5705977238457
313281067,"female","role-playing","strategy","mobile",3,27,4.40700290211582
315691683,"male","role-playing","adventure","mobile",13,33,8.58125314315906
316203604,"male","action","role-playing","mobile",13,24,10.4576523433402
316404648,"male","role-playing","adventure","computer",1,28,7.77726313463633
316879921,"male","action","strategy","computer",7,25,4.67405696816617
318381291,"male","simulation","adventure","computer",1,24,7.68144666282597
318692112,"male","role-playing","strategy","computer",10,23,6.92808620882796
318777845,"male","action","adventure","computer",15,23,6.35375058644463
319630995,"female","action","action","computer",8,28,5.33166261553934
319632045,"male","role-playing","role-playing","computer",12,23,16.7734118238487
319670195,"male","adventure","adventure","tablet",17,35,2.46284185511087
320120869,"male","role-playing","simulation","mobile",3,21,5.17536790632364
320791130,"male","strategy","adventure","mobile",6,21,11.4224866734178
320791643,"female","strategy","simulation","computer",13,27,5.47198818865384
321103277,"female","role-playing","role-playing","computer",26,36,11.129894604476
321284545,"female","adventure","role-playing","mobile",1,23,3.43586760005077
321638233,"male","action","adventure","computer",7,20,2.91333273138241
322032560,"male","action","strategy","mobile",6,35,9.8218164826191
322439226,"female","adventure","sports","computer",11,24,4.30218436494222
323061334,"male","action","adventure","mobile",6,24,12.2199687254824
323619017,"male","simulation","adventure","tablet",9,26,11.7618857171276
323686678,"male","action","strategy","mobile",7,19,8.21369133650575
324160052,"male","simulation","strategy","tablet",11,26,19.7604898008522
324316401,"male","adventure","role-playing","tablet",9,18,8.12536310725063
325893747,"male","role-playing","strategy","tablet",3,22,4.58448610483378
326403302,"male","action","adventure","mobile",1,17,6.20468985243737
326437278,"female","sports","adventure","computer",4,48,4.29621162202399
326909292,"female","adventure","action","computer",8,24,8.20258605466075
327099933,"female","adventure","strategy","computer",9,29,9.40902236077049
327457733,"male","adventure","sports","tablet",12,28,12.2163600826594
328592241,"male","adventure","role-playing","computer",9,19,8.03907074852811
329063083,"male","adventure","action","mobile",9,25,12.1782971171449
329570534,"male","role-playing","action","computer",11,22,8.96753494917929
330040203,"female","sports","strategy","mobile",1,20,2.7495708691863
330214179,"female","action","adventure","computer",4,29,4.81516683120075
330738407,"male","sports","action","computer",15,51,4.99641884503514
330780085,"male","action","strategy","computer",6,20,9.3225240234706
330945547,"female","strategy","role-playing","computer",15,21,9.07767498483816
331438388,"male","role-playing","action","computer",2,20,8.84958550928574
331859101,"female","sports","strategy","computer",4,24,6.11340981254131
332082400,"male","adventure","adventure","mobile",8,31,10.4506289701752
333326517,"female","role-playing","role-playing","computer",6,24,4.4747024618085
333539551,"female","adventure","role-playing","computer",0,20,0
334440856,"male","adventure","adventure","computer",5,32,7.99741413827126
334519625,"male","sports","adventure","computer",11,28,10.0087472028674
334654093,"female","role-playing","simulation","computer",12,35,7.85024190171131
335912724,"male","simulation","role-playing","mobile",5,21,9.29347241304849
335915287,"male","action","adventure","computer",1,21,3.56158364431924
337772103,"male","simulation","sports","tablet",3,41,4.36438265964924
338787533,"male","simulation","sports","computer",5,20,11.7023491853118
339367467,"male","simulation","adventure","computer",3,25,12.8328882220253
339540155,"male","action","role-playing","computer",2,23,5.67168514748535
339600086,"male","adventure","sports","mobile",10,21,12.3844653107973
340113545,"female","sports","strategy","mobile",1,28,6.7102344716839
341061078,"female","strategy","action","computer",12,42,6.86467595723036
341960068,"male","adventure","strategy","computer",8,46,5.34704051750592
343081557,"male","strategy","simulation","mobile",7,23,9.62971691902579
344368959,"male","action","strategy","computer",13,40,7.96129595693137
345042580,"female","role-playing","adventure","computer",4,22,8.34478708259054
345425029,"female","role-playing","adventure","computer",6,26,8.62846487937267
345772654,"male","action","adventure","mobile",11,24,11.6744315929242
346056711,"male","action","action","mobile",5,21,8.63009320443756
346542929,"male","role-playing","sports","mobile",6,25,10.3248267957696
346590713,"female","adventure","adventure","computer",5,25,5.91400361479494
347028005,"male","adventure","role-playing","computer",9,23,8.73826752344293
347661543,"male","role-playing","strategy","tablet",2,21,9.35400407801953
348793002,"male","action","strategy","mobile",1,17,4.11221772173676
348899305,"female","adventure","sports","computer",8,21,9.85706788745864
348921842,"male","action","adventure","computer",8,22,11.0090413101198
350028079,"male","simulation","action","mobile",2,20,7.98481918675899
351236062,"male","simulation","sports","tablet",17,39,4.15324243938248
351355680,"male","simulation","sports","computer",10,20,4.36111233285058
351779494,"male","adventure","action","mobile",12,20,5.93120601134793
352382141,"male","simulation","strategy","computer",11,43,15.5345203743471
353339771,"male","adventure","action","mobile",15,42,19.0789887800575
354201330,"female","adventure","role-playing","computer",7,29,11.3227271888301
354343818,"male","action","action","tablet",8,19,7.51974017190067
354418804,"female","adventure","role-playing","computer",3,21,10.6271611891221
357464719,"female","action","role-playing","mobile",8,22,5.42831070879546
357533516,"male","action","role-playing","mobile",15,26,18.7509621310375
357918072,"male","role-playing","adventure","computer",14,27,5.49655670129284
358075172,"male","role-playing","action","mobile",18,25,15.2809126868961
358820619,"female","action","simulation","computer",10,22,10.7602065747486
359428343,"male","adventure","action","computer",17,27,12.5078025804924
360277869,"male","action","role-playing","computer",8,27,8.19548521674962
360961089,"male","sports","simulation","mobile",10,27,7.73253436224697
361527835,"male","role-playing","action","tablet",10,20,8.33131859745047
362349432,"female","adventure","action","mobile",7,25,4.54887053013815
362354531,"female","sports","adventure","computer",5,24,9.46287442196352
363321134,"male","role-playing","action","computer",1,24,5.50907709942008
364014552,"female","role-playing","adventure","mobile",3,22,5.32595274065215
364267066,"male","role-playing","adventure","computer",14,34,19.7994474843206
364526676,"female","action","action","computer",5,24,6.34306252876133
365701147,"male","role-playing","strategy","computer",9,24,5.90685927662968
365707943,"female","role-playing","strategy","mobile",13,34,13.283741508493
366475660,"male","adventure","action","mobile",3,25,10.0676585005133
366600406,"male","adventure","sports","mobile",11,24,10.5353657369633
366916692,"female","adventure","adventure","mobile",23,32,28.0138641912472
367165170,"male","adventure","adventure","computer",15,30,13.5525373477735
367173688,"male","role-playing","action","computer",0,24,0
367639354,"male","sports","adventure","computer",9,31,6.69691430418379
367653525,"male","action","action","tablet",6,34,4.10007754904556
367748946,"male","adventure","adventure","computer",10,28,5.46950588044452
367913079,"female","sports","action","mobile",9,21,3.71815362014594
367994395,"male","action","sports","computer",0,22,0
368764120,"male","adventure","action","computer",14,24,9.29318794301084
370556711,"male","action","action","mobile",7,20,5.99669031661236
370637976,"male","role-playing","adventure","mobile",13,36,12.7561716701552
371415321,"male","action","role-playing","computer",5,24,8.60502186613913
371883399,"female","sports","role-playing","computer",17,25,14.4066898144093
372205421,"female","adventure","simulation","computer",11,24,13.0163762033076
372273181,"female","role-playing","adventure","mobile",25,52,16.6463476574159
372400747,"male","sports","sports","computer",16,27,6.32772020934
373086844,"female","action","role-playing","computer",7,25,7.34194503669076
373189246,"male","sports","role-playing","computer",0,20,0
373368479,"male","sports","action","computer",9,22,10.3446260799038
373664231,"male","role-playing","role-playing","computer",10,26,10.0694691341951
374190183,"male","sports","sports","computer",3,26,4.14171246189774
374533010,"female","action","role-playing","mobile",1,21,5.70781603490071
375188945,"male","role-playing","adventure","mobile",6,23,8.83537595248247
376113520,"female","action","strategy","computer",20,32,7.93248809066311
376536492,"male","adventure","sports","computer",5,21,10.0992755685891
376839501,"female","adventure","simulation","mobile",18,33,17.8965966724263
376861396,"male","action","adventure","mobile",2,20,12.8881133866742
377687722,"male","sports","sports","computer",6,24,10.9871772763197
377829850,"male","simulation","adventure","computer",13,27,12.3550392664924
377975149,"male","sports","action","mobile",8,24,14.4656273829357
378252923,"male","strategy","action","mobile",8,22,14.4758649518541
378504090,"male","action","adventure","mobile",8,21,11.1817287517788
379159521,"male","sports","action","computer",9,19,15.2652595138367
379308652,"male","action","action","computer",20,26,17.139099780296
379500590,"male","action","action","computer",14,35,15.8002623182814
379788176,"female","adventure","role-playing","mobile",14,27,13.953233806408
379834766,"male","adventure","action","computer",8,25,10.6664249825951
380035840,"male","action","role-playing","mobile",6,26,14.3524350535567
382033438,"female","role-playing","adventure","computer",14,30,9.41790213084579
382342715,"male","strategy","action","computer",17,37,11.5549680985863
382489545,"female","simulation","role-playing","mobile",7,19,7.12998622072468
383271128,"male","action","strategy","computer",5,24,8.24726302581877
383310139,"female","role-playing","sports","computer",13,41,9.53353591957631
384452560,"female","action","role-playing","mobile",7,32,7.32919137702569
384529934,"male","action","action","computer",5,22,13.1555153079517
385453067,"male","strategy","sports","mobile",3,18,6.86760933097938
385703504,"male","role-playing","role-playing","computer",7,24,7.02322322867935
386752232,"male","action","adventure","mobile",8,28,9.76820904687472
386898531,"male","action","role-playing","computer",0,31,0
387450319,"male","sports","action","tablet",5,25,11.1150005546756
388014948,"male","role-playing","sports","mobile",14,31,8.88156946699069
388799883,"male","action","action","mobile",6,26,7.9143403359876
389059418,"male","adventure","strategy","mobile",15,42,14.9973595110049
389457022,"male","role-playing","action","computer",4,21,5.36865224333176
390152215,"male","sports","adventure","computer",7,29,7.57477446367684
391704829,"female","adventure","role-playing","mobile",9,21,7.1117182690126
391893520,"male","role-playing","strategy","computer",8,36,8.0296528012645
392279172,"female","action","action","computer",13,25,14.6835504893442
392643306,"male","action","strategy","computer",6,21,7.5844137205922
392644561,"male","adventure","adventure","computer",11,42,9.09434834649705
394341155,"male","adventure","action","computer",8,20,11.2620019684013
394835861,"male","simulation","adventure","computer",5,28,6.20704174916381
394894467,"male","strategy","sports","tablet",7,26,8.18081812302992
395192900,"male","adventure","role-playing","computer",8,23,9.54419235365549
395283845,"male","adventure","adventure","mobile",7,26,9.5304162922567
396233882,"male","adventure","adventure","mobile",3,19,8.34590348094938
396530856,"male","role-playing","role-playing","mobile",0,22,0
396675373,"male","adventure","role-playing","computer",7,22,7.15695732220256
397089621,"male","action","adventure","tablet",5,33,10.1325869284453
397912599,"male","simulation","action","mobile",6,21,6.63858183509571
398196163,"male","sports","action","computer",23,27,20.431573525765
398275333,"male","role-playing","sports","computer",16,21,10.0853665212558
398445484,"female","sports","adventure","mobile",8,27,7.96866146576391
398509202,"male","adventure","strategy","computer",7,25,11.3283502349887
400014764,"male","action","simulation","computer",15,28,15.3729108837813
401206445,"male","action","action","mobile",12,21,13.4565694258744
401269909,"male","action","action","tablet",12,27,9.58217855152531
402241652,"male","role-playing","adventure","tablet",4,30,10.7948007909514
402400219,"male","simulation","adventure","mobile",2,22,8.3051002102044
402710243,"female","adventure","simulation","computer",3,21,5.24783880079499
403950528,"male","sports","adventure","computer",8,23,13.7470138203492
404576339,"female","action","simulation","computer",7,21,5.89198399210515
404613226,"male","action","strategy","mobile",7,15,8.70615152788439
404763840,"male","simulation","adventure","mobile",2,19,6.86563990707582
405453262,"male","simulation","strategy","computer",5,29,11.8313516035197
405654272,"male","sports","adventure","mobile",14,28,9.65878639237294
406249831,"female","role-playing","strategy","computer",7,29,6.01479662908756
406696342,"female","adventure","action","computer",8,22,5.29803921556732
406922820,"male","role-playing","sports","computer",6,17,10.6933064046345
407377159,"male","sports","adventure","computer",4,24,3.13278582424345
407529223,"male","adventure","adventure","mobile",9,32,5.34206514065124
408255136,"male","adventure","adventure","computer",9,30,6.04062334066232
408349657,"male","strategy","action","computer",14,24,12.6867944576098
409440142,"male","sports","strategy","computer",5,29,13.7577149876145
411299450,"male","adventure","role-playing","computer",15,23,18.3958479397209
411960940,"female","sports","sports","computer",11,31,9.22480396222793
412284047,"female","action","sports","computer",7,23,12.2817545090868
413596210,"female","adventure","role-playing","computer",6,28,10.9525490742264
413756885,"female","sports","strategy","computer",7,22,13.5129221932176
413796153,"male","action","action","tablet",12,26,8.6367504815419
413893580,"male","action","adventure","computer",11,25,14.0239031850207
414068704,"female","strategy","sports","computer",20,38,7.02380226294626
414216867,"male","role-playing","adventure","computer",3,32,7.89512826906475
414453669,"male","action","action","computer",6,20,0.100213214986398
415278369,"male","adventure","sports","computer",9,32,8.94233724767595
416300743,"female","strategy","sports","computer",13,21,13.3332107568074
416357924,"male","sports","sports","computer",0,22,0
417381440,"male","action","action","computer",7,31,7.22840303779056
417480814,"male","simulation","simulation","mobile",5,20,10.8199412550858
417737730,"male","action","action","computer",7,26,10.5884553637046
417751060,"male","adventure","role-playing","mobile",10,33,12.7472084373406
417803607,"male","adventure","adventure","computer",18,49,13.5377940480968
418356711,"male","action","strategy","computer",2,38,6.77835180507782
418448038,"male","action","strategy","computer",3,34,11.9991159660046
418863463,"male","simulation","adventure","mobile",9,23,7.82595493605842
419353549,"male","adventure","sports","computer",12,24,11.6969598899882
419840422,"female","role-playing","adventure","computer",19,25,5.09356555209107
419980495,"female","simulation","strategy","mobile",1,26,7.83494211621982
420170611,"male","strategy","action","computer",10,31,13.0174510581965
420680043,"female","adventure","action","computer",5,21,7.64131590971368
421356887,"male","adventure","role-playing","mobile",2,22,4.01973766117909
421756930,"female","strategy","action","mobile",19,22,5.30471376501491
423390067,"male","sports","action","computer",6,19,10.4231678188309
424441562,"male","role-playing","action","computer",9,54,15.6258497829736
425317738,"male","sports","strategy","tablet",13,29,11.0823160230969
426064522,"male","simulation","strategy","tablet",9,34,8.11859221445929
426079681,"male","adventure","sports","mobile",22,25,21.0581293625457
426232219,"male","sports","role-playing","computer",5,23,15.0525054723657
427509017,"male","adventure","simulation","computer",3,22,5.06356766314549
427559350,"male","action","simulation","mobile",6,20,11.0851139458519
427597431,"male","sports","adventure","computer",13,41,9.86769574437367
428060632,"male","adventure","adventure","tablet",7,26,4.70042429197433
428224117,"female","role-playing","strategy","computer",8,35,10.402339070961
428394781,"male","action","action","computer",6,22,8.32892990498333
428887216,"male","action","adventure","computer",7,24,5.34001051954502
429160125,"male","role-playing","simulation","mobile",12,17,13.5195033091297
429367035,"male","action","sports","computer",5,23,7.4203178082472
429776811,"male","simulation","adventure","computer",10,20,14.3667679118195
430579838,"male","action","adventure","tablet",2,26,8.58376986303005
430628476,"male","action","adventure","mobile",12,26,9.85093761633962
430648792,"male","action","action","mobile",3,22,10.6998200353156
431540591,"male","role-playing","sports","computer",11,32,11.3690435990914
432359943,"male","action","sports","computer",5,29,10.5690038238063
432514915,"male","action","sports","tablet",12,18,9.79115576197447
433045329,"male","strategy","sports","mobile",4,23,5.69698542263513
434772508,"female","adventure","adventure","computer",7,36,4.8720327018791
434920293,"male","simulation","action","computer",9,21,6.26828645941497
435920448,"female","role-playing","adventure","computer",3,22,3.66954600849696
435925081,"male","simulation","sports","computer",5,15,5.71244656791254
436066131,"male","sports","sports","computer",16,32,6.79442944947044
436584890,"female","adventure","action","computer",8,22,8.09782219418731
437118291,"female","role-playing","role-playing","mobile",17,38,12.0370471092457
437460599,"male","action","role-playing","computer",6,24,8.69327505062873
437827528,"male","sports","adventure","computer",13,23,8.65333874432599
441082646,"male","sports","action","computer",1,25,5.35481640922765
441802737,"male","adventure","adventure","mobile",2,21,9.34061572419069
442127323,"female","action","adventure","computer",13,32,9.4864195141511
443946252,"male","adventure","role-playing","computer",8,26,10.1276463585088
444201318,"male","action","strategy","computer",11,27,19.835886105249
444236593,"female","role-playing","role-playing","mobile",6,25,5.49827680684121
444493084,"female","action","action","mobile",11,23,7.25813830747825
445017809,"female","role-playing","action","mobile",14,25,5.30268839420536
445049642,"male","adventure","adventure","computer",13,20,11.43296625307
445165052,"female","action","action","mobile",12,33,13.8770410156817
445390192,"male","action","adventure","computer",9,34,6.968704261196
445839492,"male","adventure","sports","mobile",7,30,12.4992843341391
445848385,"male","action","role-playing","computer",3,24,0.54400311669289
446377722,"female","simulation","sports","computer",0,22,0
447613333,"male","action","action","computer",4,20,7.07636210966774
448475142,"male","adventure","adventure","tablet",0,25,0
448830284,"female","adventure","simulation","computer",7,24,7.40316726636261
448928474,"female","adventure","role-playing","computer",0,22,0
452284936,"female","sports","action","computer",9,29,12.9916156599716
452300170,"female","action","adventure","mobile",4,20,8.96870619096069
453681647,"male","adventure","adventure","mobile",6,21,4.85717134781929
453744343,"male","adventure","role-playing","computer",6,25,8.7717609143696
453781538,"male","strategy","action","computer",11,29,7.31382673988448
454205330,"male","simulation","role-playing","computer",4,25,11.0478126497664
454612515,"male","role-playing","adventure","computer",9,21,16.905177520251
454706240,"female","role-playing","adventure","mobile",12,24,9.5128619800324
454959987,"female","action","strategy","computer",8,25,7.04325206305611
454977139,"male","action","role-playing","computer",7,27,13.667740213769
455716850,"male","role-playing","role-playing","mobile",0,25,0
455718626,"male","action","strategy","mobile",5,22,6.18898204544782
456382585,"male","strategy","action","mobile",16,41,17.8039568028002
456429748,"male","action","strategy","computer",10,19,17.270276711357
456684306,"male","action","strategy","tablet",3,19,10.7504060224877
456733725,"male","simulation","role-playing","computer",8,22,7.73891687274123
456862352,"male","action","adventure","computer",9,21,11.2708387341896
457734821,"male","role-playing","action","computer",6,37,6.31091803240556
458110313,"male","action","adventure","computer",33,22,27.2190404951956
458370063,"male","action","strategy","computer",0,20,0
458397960,"male","role-playing","adventure","mobile",8,20,12.2818857918107
458537901,"male","role-playing","action","computer",8,19,8.48151717890232
459205935,"male","adventure","action","computer",3,19,10.1013280133378
460903234,"male","simulation","sports","computer",10,29,10.356408711382
461034225,"male","sports","action","computer",2,19,5.51528517405665
461981001,"female","role-playing","sports","computer",7,21,7.41804419156044
463448180,"female","sports","role-playing","computer",11,29,13.5764809931724
464143156,"male","action","sports","computer",19,23,8.50249061812479
465038958,"male","role-playing","simulation","tablet",5,17,5.58105828583661
465467493,"male","adventure","action","tablet",11,26,12.1451820664796
466635114,"male","adventure","strategy","computer",5,24,15.8328599196229
466949618,"female","action","adventure","mobile",15,22,15.0352848734974
467585244,"male","action","action","computer",4,18,6.82343282989545
468360509,"male","role-playing","simulation","tablet",9,29,9.05786903305203
468560712,"female","adventure","sports","mobile",0,16,0
468840921,"female","adventure","simulation","computer",4,22,5.046356698303
469163604,"male","strategy","adventure","mobile",4,31,8.53332593299396
469302001,"male","action","adventure","computer",10,43,11.6311970183416
469882827,"male","action","sports","computer",5,21,9.72461128716145
470068666,"female","action","action","computer",4,31,9.43324493381711
470328714,"male","adventure","adventure","computer",7,23,5.9826497001056
470623384,"male","action","action","computer",6,20,6.85599483532787
470760083,"female","adventure","role-playing","mobile",8,24,6.51997111897031
470800881,"female","strategy","action","computer",6,19,8.06265426516439
471327230,"male","role-playing","sports","computer",2,26,13.5050316940447
471845260,"female","role-playing","simulation","computer",9,24,14.6434629674397
472031997,"male","adventure","adventure","computer",14,18,18.8515224165913
472182141,"male","simulation","role-playing","computer",0,20,0
472478737,"male","role-playing","action","computer",6,26,9.61732860591236
473069732,"male","action","strategy","computer",5,26,9.42716851412261
473546147,"female","simulation","simulation","mobile",8,35,9.00215215529906
473719490,"male","adventure","adventure","computer",7,25,7.65209914855692
474850033,"female","sports","role-playing","computer",3,24,5.87697749874767
474889991,"female","simulation","action","computer",2,23,2.76687749278202
475203267,"male","sports","role-playing","tablet",6,34,4.28815400422459
475553218,"male","adventure","adventure","tablet",10,26,5.35958535326974
476237336,"male","adventure","role-playing","tablet",14,20,7.34849934297924
476752846,"male","action","adventure","computer",20,45,19.0767425218695
476933822,"male","strategy","sports","computer",15,34,16.2639723082751
477899293,"male","action","action","mobile",0,26,0
478403294,"male","strategy","role-playing","computer",0,22,0
479381220,"male","action","role-playing","mobile",3,29,9.75518356536105
479553482,"male","sports","action","mobile",4,26,8.19424070403358
479675414,"male","action","sports","mobile",0,21,0
479874364,"male","adventure","adventure","tablet",2,22,6.01777795108899
480398372,"female","simulation","adventure","computer",3,22,4.71420294665561
480581472,"male","strategy","action","computer",7,16,15.6423317999269
481424430,"female","action","simulation","computer",0,21,0
481545355,"female","simulation","action","computer",14,29,6.71214958920317
481605486,"male","role-playing","strategy","computer",2,29,8.3894815176209
482536829,"male","adventure","strategy","mobile",7,36,4.95131796687472
482710665,"female","strategy","action","computer",8,25,5.56170992962389
483048111,"male","adventure","simulation","computer",5,20,6.31211022655465
483120415,"male","simulation","adventure","computer",7,22,8.72576477540199
483158738,"male","strategy","strategy","computer",6,24,5.23158591917717
483259087,"male","sports","sports","mobile",12,23,7.19884339864186
483343138,"female","adventure","adventure","mobile",7,24,14.5941397220079
483352963,"male","action","adventure","mobile",8,38,9.5643591789196
483687093,"female","strategy","simulation","computer",2,23,5.28359115029146
484653722,"female","sports","strategy","mobile",4,31,9.39796904832047
485035066,"male","adventure","role-playing","computer",6,22,3.63602785985269
485070174,"female","adventure","action","computer",11,34,10.0612137902762
485600815,"male","adventure","role-playing","computer",5,25,13.3150405772659
486036936,"male","adventure","adventure","mobile",10,25,10.8868382886419
